Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
WHEAT-HRW - CHICAGO BOARD OF TRADE,230110,1/10/2023,001612,CBT ,00,001 ,163353,36581,59709,37717,1759,4172,25061,33633,25228,6173,9756,8638,143570,142895,19783,20458,115704,24751,40876,25522,2569,823,30282,37258,7722,9320,9635,2885,101305,101768,14399,13936,47649,11830,18833,13524,519,2020,9239,10835,3046,1545,4813,1061,42265,41127,5384,6522,11292,4926,-2129,797,-281,327,-3618,6107,5134,377,175,1051,8994,10384,2298,908,100,22.4,36.6,23.1,1.1,2.6,15.3,20.6,15.4,3.8,6,5.3,87.9,87.5,12.1,12.5,100,21.4,35.3,22.1,2.2,0.7,26.2,32.2,6.7,8.1,8.3,2.5,87.6,88,12.4,12,100,24.8,39.5,28.4,1.1,4.2,19.4,22.7,6.4,3.2,10.1,2.2,88.7,86.3,11.3,13.7,201,49,56,17,,11,37,33,38,17,18,21,150,153,199,43,52,15,4,7,38,32,27,20,16,12,132,135,131,27,43,15,,4,20,14,11,11,13,10,84,86,15.3,18.9,25.8,28.9,13.4,16.8,21.5,23.9,18,23.3,28.5,34,17.1,22.4,27.4,32.6,26.3,31.3,39.9,46.9,21.8,26.7,35.2,37,"(CONTRACTS OF 5,000 BUSHELS)",A10,FutOnly
WHEAT-HRW - CHICAGO BOARD OF TRADE,230103,1/3/2023,001612,CBT ,00,001 ,152061,31655,61838,36920,2040,3845,28679,27526,20094,5796,9581,7587,134576,132511,17485,19550,111399,20719,46667,27255,2707,1554,33124,30051,4814,7590,9014,3233,98289,98040,13110,13359,40662,10936,15171,11473,1141,483,7702,9622,3133,717,3078,1843,36287,34471,4375,6191,2409,578,837,805,31,1016,264,447,401,-124,-198,-130,2810,2404,-401,5,100,20.8,40.7,24.3,1.3,2.5,18.9,18.1,13.2,3.8,6.3,5,88.5,87.1,11.5,12.9,100,18.6,41.9,24.5,2.4,1.4,29.7,27,4.3,6.8,8.1,2.9,88.2,88,11.8,12,100,26.9,37.3,28.2,2.8,1.2,18.9,23.7,7.7,1.8,7.6,4.5,89.2,84.8,10.8,15.2,192,49,53,17,,12,39,25,32,14,18,20,148,137,191,40,48,14,6,9,41,22,21,17,17,12,127,121,122,24,41,14,,4,13,15,14,9,13,11,75,87,16,21,27,31.8,14.6,18.3,23,25.4,19.4,25.8,30.5,37.3,17.2,24.3,27.8,34.6,25.5,31.4,41.4,46.4,23.8,28.7,39.8,38.3,"(CONTRACTS OF 5,000 BUSHELS)",A10,FutOnly
WHEAT-HRSpring - MINNEAPOLIS GRAIN EXCHANGE,230228,2/28/2023,001626,MGE ,00,001 ,52504,27924,31394,2411,0,34,6457,5972,2044,2870,583,1249,42989,41276,9515,11228,40026,18896,22866,1405,0,34,6577,5972,1895,2892,389,924,32623,32080,7403,7946,12478,9028,8528,1006,0,0,29,149,0,93,309,210,10366,9196,2112,3282,-4316,-1841,-7456,-632,-275,-1,-422,2229,771,-440,196,16,-2549,-4520,-1767,204,100,53.2,59.8,4.6,0,0.1,12.3,11.4,3.9,5.5,1.1,2.4,81.9,78.6,18.1,21.4,100,47.2,57.1,3.5,0,0.1,16.4,14.9,4.7,7.2,1,2.3,81.5,80.1,18.5,19.9,100,72.4,68.3,8.1,0,0,0.2,1.2,0,0.7,2.5,1.7,83.1,73.7,16.9,26.3,83,36,28,4,0,,9,13,9,6,6,7,65,56,82,32,27,4,0,,10,13,9,8,4,5,60,54,46,19,18,,0,0,,,0,,4,,27,25,28.4,31.8,41.1,47,20.4,21.9,31.1,33.2,27,31.3,40.5,46.1,17.3,22.5,27.7,32.9,53.3,41.3,64,60.6,53.3,39.7,64,59,"(CONTRACTS OF 5,000 BUSHELS)",A10,FutOnly
WHEAT-HRSpring - MINNEAPOLIS GRAIN EXCHANGE,230221,2/21/2023,001626,MGE ,00,001 ,56820,29765,38850,3043,275,35,6879,3743,1273,3310,387,1233,45538,45796,11282,11024,46176,22322,31509,1821,275,35,6826,3743,1267,3348,139,941,36560,37909,9616,8267,10644,7443,7341,1222,0,0,59,6,0,174,460,80,8978,7887,1666,2757,-1808,-2038,369,345,-600,-29,-344,-1536,-304,454,-232,-38,-1954,-2370,146,562,100,52.4,68.4,5.4,0.5,0.1,12.1,6.6,2.2,5.8,0.7,2.2,80.1,80.6,19.9,19.4,100,48.3,68.2,3.9,0.6,0.1,14.8,8.1,2.7,7.3,0.3,2,79.2,82.1,20.8,17.9,100,69.9,69,11.5,0,0,0.6,0.1,0,1.6,4.3,0.8,84.3,74.1,15.7,25.9,82,39,33,4,,,9,8,9,10,4,9,69,58,81,35,31,4,,,9,8,9,12,,6,64,54,51,20,22,,0,0,,,0,,5,,29,29,25.9,31.4,37.4,49.7,17.2,24.5,27.4,38.8,25.1,32.8,37.3,48.5,15,24.7,25.3,36.5,51.1,39.2,63.5,56.2,51.1,38.7,63.5,55.7,"(CONTRACTS OF 5,000 BUSHELS)",A10,FutOnly
WHEAT-HRSpring - MINNEAPOLIS GRAIN EXCHANGE,230214,2/14/2023,001626,MGE ,00,001 ,58628,31803,38481,2698,875,64,7223,5279,1577,2856,619,1271,47492,48166,11136,10462,48646,24886,31726,1501,875,64,7228,5279,1491,2962,443,973,39105,40851,9541,7795,9982,6917,6755,1197,0,0,81,86,0,159,441,33,8387,7315,1595,2667,389,-1268,1347,184,-23,64,1464,-775,328,56,152,0,828,1093,-439,-704,100,54.2,65.6,4.6,1.5,0.1,12.3,9,2.7,4.9,1.1,2.2,81,82.2,19,17.8,100,51.2,65.2,3.1,1.8,0.1,14.9,10.9,3.1,6.1,0.9,2,80.4,84,19.6,16,100,69.3,67.7,12,0,0,0.8,0.9,0,1.6,4.4,0.3,84,73.3,16,26.7,89,45,36,4,,,10,9,9,8,4,10,75,66,88,42,34,4,,,11,9,9,9,,10,72,64,52,18,23,,0,0,,,0,,5,,29,31,24.4,28.3,36.1,47.7,17.7,23.3,28.6,39,23.5,29.4,36.1,46.7,17.2,23,27.9,37.4,52.4,39.9,65.8,55.6,52.4,39.4,65.5,54.8,"(CONTRACTS OF 5,000 BUSHELS)",A10,FutOnly
WHEAT-HRSpring - MINNEAPOLIS GRAIN EXCHANGE,230207,2/7/2023,001626,MGE ,00,001 ,58239,33071,37134,2514,898,0,5759,6054,1249,2800,467,1271,46664,47073,11575,11166,49639,27337,31804,1443,898,0,5756,6064,1233,2860,382,926,39555,41307,10084,8332,8600,5734,5330,1071,0,0,19,6,0,22,167,263,7109,5766,1491,2834,-778,-1393,620,-30,0,0,541,-989,-399,166,-391,37,-1078,-1122,300,344,100,56.8,63.8,4.3,1.5,0,9.9,10.4,2.1,4.8,0.8,2.2,80.1,80.8,19.9,19.2,100,55.1,64.1,2.9,1.8,0,11.6,12.2,2.5,5.8,0.8,1.9,79.7,83.2,20.3,16.8,100,66.7,62,12.5,0,0,0.2,0.1,0,0.3,1.9,3.1,82.7,67,17.3,33,77,39,33,,,0,8,8,6,8,4,7,63,56,77,39,33,,,0,7,9,6,9,,5,62,55,40,12,19,,0,0,,,0,,4,4,20,26,29.2,31.5,40.1,49.5,19,24.1,29.6,38.3,28.4,33.9,39.5,49.7,18.4,25,27.8,37.7,58.8,41.2,72.7,53.7,58.8,40.4,72.5,52.5,"(CONTRACTS OF 5,000 BUSHELS)",A10,FutOnly
WHEAT-HRSpring - MINNEAPOLIS GRAIN EXCHANGE,230131,1/31/2023,001626,MGE ,00,001 ,59017,34464,36514,2544,898,0,5218,7043,1648,2634,858,1234,47742,48195,11275,10822,51070,28939,31699,1464,898,0,5310,7043,1553,2721,711,836,40823,42740,10247,8330,7947,5525,4815,1080,0,0,3,95,0,15,249,296,6919,5455,1028,2492,2072,360,2351,150,0,0,658,-428,-89,-267,52,-185,627,1701,1445,371,100,58.4,61.9,4.3,1.5,0,8.8,11.9,2.8,4.5,1.5,2.1,80.9,81.7,19.1,18.3,100,56.7,62.1,2.9,1.8,0,10.4,13.8,3,5.3,1.4,1.6,79.9,83.7,20.1,16.3,100,69.5,60.6,13.6,0,0,0,1.2,0,0.2,3.1,3.7,87.1,68.6,12.9,31.4,81,40,33,,,0,8,9,7,7,5,7,63,60,81,40,33,,,0,9,9,7,8,4,5,63,58,43,15,18,,0,0,,,0,,5,4,23,27,29.8,32.6,40.7,48.9,18,24.9,28.5,36.9,28.9,35.2,39.4,49.8,18.1,26,26.7,37.3,58,38.2,73.6,51.7,58,37.3,72.7,49.3,"(CONTRACTS OF 5,000 BUSHELS)",A10,FutOnly
WHEAT-HRSpring - MINNEAPOLIS GRAIN EXCHANGE,230124,1/24/2023,001626,MGE ,00,001 ,56945,34104,34163,2394,898,0,4560,7471,1737,2901,806,1419,47115,46494,9830,10451,49628,29020,29598,1300,898,0,4655,7487,1623,2923,713,1176,40697,41495,8931,8133,7317,5084,4565,1094,0,0,19,98,0,34,149,187,6418,4999,899,2318,305,-207,-444,-78,0,0,354,489,-3,-331,62,167,-98,271,403,34,100,59.9,60,4.2,1.6,0,8,13.1,3.1,5.1,1.4,2.5,82.7,81.6,17.3,18.4,100,58.5,59.6,2.6,1.8,0,9.4,15.1,3.3,5.9,1.4,2.4,82,83.6,18,16.4,100,69.5,62.4,15,0,0,0.3,1.3,0,0.5,2,2.6,87.7,68.3,12.3,31.7,86,45,35,,,0,6,12,9,6,6,8,70,64,86,45,34,,,0,7,12,8,6,6,7,69,62,46,14,20,,0,0,,,0,,4,4,22,30,30.6,31.4,42.1,45.6,18.4,22.6,27.8,34,29.9,33.3,40.2,47,18.7,23.3,26.6,34.5,58.3,36.7,74.2,50.5,58.3,35.7,74.2,49.5,"(CONTRACTS OF 5,000 BUSHELS)",A10,FutOnly
WHEAT-HRSpring - MINNEAPOLIS GRAIN EXCHANGE,230117,1/17/2023,001626,MGE ,00,001 ,56640,34311,34607,2472,898,0,4206,6982,1740,3232,744,1252,47213,46223,9427,10417,49714,29563,30444,1366,898,0,4315,6979,1631,3254,651,1065,41194,41668,8520,8046,6926,4748,4163,1106,0,0,0,112,0,27,142,138,6019,4555,907,2371,781,-628,211,-32,-2,0,700,772,-123,244,-153,356,517,1061,264,-280,100,60.6,61.1,4.4,1.6,0,7.4,12.3,3.1,5.7,1.3,2.2,83.4,81.6,16.6,18.4,100,59.5,61.2,2.7,1.8,0,8.7,14,3.3,6.5,1.3,2.1,82.9,83.8,17.1,16.2,100,68.6,60.1,16,0,0,0,1.6,0,0.4,2.1,2,86.9,65.8,13.1,34.2,86,44,32,,,0,7,11,7,8,4,7,69,58,86,44,31,,,0,8,11,7,8,4,5,69,55,42,13,19,,0,0,0,,0,,5,,19,27,31.3,30.8,41.5,46.9,18.9,22.8,28.1,35.6,29.7,32.5,39.7,48,18.6,23.6,27.4,36.5,58.7,35.7,76.1,49.8,58.7,34.7,76.1,48.5,"(CONTRACTS OF 5,000 BUSHELS)",A10,FutOnly
WHEAT-HRSpring - MINNEAPOLIS GRAIN EXCHANGE,230110,1/10/2023,001626,MGE ,00,001 ,55859,34939,34396,2504,900,0,3506,6210,1863,2988,897,896,46696,45162,9163,10697,49319,30499,30340,1331,900,0,3618,6218,1737,3014,798,748,40947,40741,8372,8578,6540,4440,4056,1173,0,0,14,118,0,13,138,109,5749,4421,791,2119,2312,1840,662,192,0,0,570,443,-223,-210,344,403,2572,1629,-260,683,100,62.5,61.6,4.5,1.6,0,6.3,11.1,3.3,5.3,1.6,1.6,83.6,80.8,16.4,19.1,100,61.8,61.5,2.7,1.8,0,7.3,12.6,3.5,6.1,1.6,1.5,83,82.6,17,17.4,100,67.9,62,17.9,0,0,0.2,1.8,0,0.2,2.1,1.7,87.9,67.6,12.1,32.4,86,44,31,,,0,7,11,9,7,5,7,70,57,86,44,30,,,0,8,11,8,8,4,6,69,55,45,13,20,,0,0,,,0,,5,,20,29,31,29.4,41.5,45.9,19.1,21.3,27,34.3,30,30.4,39,46.6,19.1,22.3,26.1,34.8,60.9,36.1,78.8,50.7,60.9,35,78.8,49.6,"(CONTRACTS OF 5,000 BUSHELS)",A10,FutOnly
WHEAT-HRSpring - MINNEAPOLIS GRAIN EXCHANGE,230103,1/3/2023,001626,MGE ,00,001 ,53547,33099,33734,2312,900,0,2936,5767,2086,3198,553,493,44124,43533,9423,10014,47333,29019,29864,1239,900,0,3023,5761,1999,3161,459,491,38932,39474,8401,7859,6214,4080,3870,1073,0,0,0,93,0,38,95,1,5192,4059,1022,2155,-571,-1085,-960,82,0,0,-31,-499,163,-47,264,-37,-955,-1069,384,498,100,61.8,63,4.3,1.7,0,5.5,10.8,3.9,6,1,0.9,82.4,81.3,17.6,18.7,100,61.3,63.1,2.6,1.9,0,6.4,12.2,4.2,6.7,1,1,82.3,83.4,17.7,16.6,100,65.7,62.3,17.3,0,0,0,1.5,0,0.6,1.5,0,83.6,65.3,16.4,34.7,81,43,30,,,0,7,8,8,9,,,66,50,81,43,29,,,0,8,8,8,8,,,66,49,40,12,20,,0,0,0,,0,,,,17,26,32.7,31.7,42.1,48.5,20.1,25,28.1,36.9,31.1,33.5,39.6,49.5,19,25.9,26.1,37.3,61.8,36.2,79.5,50.5,61.8,35,79.5,49.3,"(CONTRACTS OF 5,000 BUSHELS)",A10,FutOnly
CORN - CHICAGO BOARD OF TRADE,230228,2/28/2023,002602,CBT ,00,002 ,1248175,339796,631990,233978,17130,12754,213046,146696,127947,125196,48415,86644,1139361,1071576,108814,176599,977648,252978,495933,206952,14456,7683,192914,159798,78211,107062,48515,45946,891746,850542,85902,127106,270527,86818,136057,29288,4936,2809,66223,32989,3645,53988,35754,4844,247615,221034,22912,49493,-92147,33912,-98832,-2423,-3968,-6090,-82995,67945,-2938,6735,-4313,-32786,-86585,-80982,-5562,-11165,100,27.2,50.6,18.7,1.4,1,17.1,11.8,10.3,10,3.9,6.9,91.3,85.9,8.7,14.1,100,25.9,50.7,21.2,1.5,0.8,19.7,16.3,8,11,5,4.7,91.2,87,8.8,13,100,32.1,50.3,10.8,1.8,1,24.5,12.2,1.3,20,13.2,1.8,91.5,81.7,8.5,18.3,710,222,327,25,11,20,77,64,73,63,61,73,475,558,685,202,316,22,14,12,75,62,61,55,60,51,426,516,507,103,266,21,7,11,35,28,14,36,50,21,216,376,11.2,8.3,18.5,15,11.2,6,18.4,10.3,13.1,9.1,20.9,16,13.1,7.3,20.9,12.6,20.7,12.2,33.9,20,20.7,12,33.7,19.4,"(CONTRACTS OF 5,000 BUSHELS)",A10,FutOnly
CORN - CHICAGO BOARD OF TRADE,230221,2/21/2023,002602,CBT ,00,002 ,1340322,305884,730822,236401,21098,18844,296041,78751,130885,118461,52728,119430,1225946,1152558,114376,187764,1093654,225783,605170,215520,18370,13205,277222,93805,88202,98472,53962,82585,1000989,955299,92665,138355,246668,80101,125652,23216,5063,3304,59470,25597,2032,51933,30710,4901,224957,197259,21711,49409,-34927,-4291,-19818,-3789,-2231,1525,-15035,1473,-4076,1122,6303,-9466,-34010,-26290,-917,-8637,100,22.8,54.5,17.6,1.6,1.4,22.1,5.9,9.8,8.8,3.9,8.9,91.5,86,8.5,14,100,20.6,55.3,19.7,1.7,1.2,25.3,8.6,8.1,9,4.9,7.6,91.5,87.3,8.5,12.7,100,32.5,50.9,9.4,2.1,1.3,24.1,10.4,0.8,21.1,12.4,2,91.2,80,8.8,20,704,255,334,25,11,20,105,37,68,56,54,76,526,537,682,237,320,23,13,15,103,36,59,53,54,58,488,497,497,102,273,21,8,8,36,25,15,30,41,19,207,371,11,10.7,18.7,17.3,9.8,8.3,17,12.5,12.2,11.7,20.9,18.9,11.3,9.1,19.6,14.1,21.5,11.6,34.9,19.8,21.5,11.5,34.6,19,"(CONTRACTS OF 5,000 BUSHELS)",A10,FutOnly
CORN - CHICAGO BOARD OF TRADE,230214,2/14/2023,002602,CBT ,00,002 ,1375249,310175,750640,240190,23329,17319,311076,77278,134961,117339,46425,128896,1259956,1178848,115293,196401,1135336,231911,627975,220655,20597,11492,289539,89584,97966,97824,49652,91154,1040541,988420,94795,146916,239913,78264,122665,21961,5158,3401,56903,23060,1629,52638,29896,4619,219415,190428,20498,49485,55820,-6016,15659,2533,37,1123,26725,-8944,11026,-4845,8462,20283,50829,47646,4991,8174,100,22.6,54.6,17.5,1.7,1.3,22.6,5.6,9.8,8.5,3.4,9.4,91.6,85.7,8.4,14.3,100,20.4,55.3,19.4,1.8,1,25.5,7.9,8.6,8.6,4.4,8,91.7,87.1,8.3,12.9,100,32.6,51.1,9.2,2.1,1.4,23.7,9.6,0.7,21.9,12.5,1.9,91.5,79.4,8.5,20.6,710,242,329,24,14,25,105,36,69,61,54,82,528,539,690,225,318,22,16,20,108,33,60,57,53,66,493,503,493,104,267,23,7,10,34,25,10,32,43,17,210,362,10.7,10.9,18,17.4,9.7,8.7,16.3,13,11.5,12.1,19.9,19,10.8,9.5,18.6,14.3,21.6,11.9,34.7,19.8,21.6,11.7,34.5,18.9,"(CONTRACTS OF 5,000 BUSHELS)",A10,FutOnly
CORN - CHICAGO BOARD OF TRADE,230207,2/7/2023,002602,CBT ,00,002 ,1319429,316191,734981,237657,23292,16196,284351,86222,123935,122184,37963,108613,1209127,1131202,110302,188227,1093715,241122,611616,220763,22138,9669,262291,97856,90694,100304,41469,78268,1003111,951710,90604,142005,225714,75069,123365,20703,4963,2718,53612,19918,1689,48523,23137,3702,206016,179492,19698,46222,21265,21184,1985,3323,1325,469,-2534,18564,-3620,1303,-5333,6550,26675,19940,-5410,1325,100,24,55.7,18,1.8,1.2,21.6,6.5,9.4,9.3,2.9,8.2,91.6,85.7,8.4,14.3,100,22,55.9,20.2,2,0.9,24,8.9,8.3,9.2,3.8,7.2,91.7,87,8.3,13,100,33.3,54.7,9.2,2.2,1.2,23.8,8.8,0.7,21.5,10.3,1.6,91.3,79.5,8.7,20.5,710,241,331,23,15,24,91,39,71,67,53,87,522,546,694,229,318,22,16,16,95,36,63,65,48,73,493,509,487,99,268,23,7,7,33,22,13,29,43,21,203,364,10.3,9,17.4,15.2,10.2,7.9,17.1,12.1,11.7,9.1,19.9,16.2,11.6,8.5,19.8,13.5,22.1,12.7,35.3,21.2,22,12.5,35.2,20.7,"(CONTRACTS OF 5,000 BUSHELS)",A10,FutOnly
CORN - CHICAGO BOARD OF TRADE,230131,1/31/2023,002602,CBT ,00,002 ,1298164,295007,732996,234334,21967,15727,286885,67658,127555,120881,43296,102063,1182452,1111262,115712,186902,1086980,227568,616372,217276,20779,9298,267871,82419,97416,101750,46937,69594,990773,942815,96207,144165,211184,67439,116624,20728,4858,2759,48356,14581,797,48488,25716,3112,191679,168447,19505,42737,23754,-12661,6823,-510,-34,-217,17684,1963,11173,1765,-1957,5914,23148,23665,606,89,100,22.7,56.5,18.1,1.7,1.2,22.1,5.2,9.8,9.3,3.3,7.9,91.1,85.6,8.9,14.4,100,20.9,56.7,20,1.9,0.9,24.6,7.6,9,9.4,4.3,6.4,91.1,86.7,8.9,13.3,100,31.9,55.2,9.8,2.3,1.3,22.9,6.9,0.4,23,12.2,1.5,90.8,79.8,9.2,20.2,717,235,342,21,14,23,98,37,65,65,58,80,507,552,704,223,329,19,16,13,98,37,58,66,55,67,478,517,480,95,271,21,8,7,32,17,10,30,45,17,190,363,10.2,8,17.7,14,10.2,7.2,17.4,11.4,11.5,8.3,20.1,14.8,11.5,7.6,20,12.6,23.5,12.9,36.5,21,23.5,12.8,36.4,20.7,"(CONTRACTS OF 5,000 BUSHELS)",A10,FutOnly
CORN - CHICAGO BOARD OF TRADE,230124,1/24/2023,002602,CBT ,00,002 ,1274410,307668,726173,234844,22001,15944,269201,65695,116382,119116,45253,96149,1159304,1087597,115106,186813,1076547,243192,618512,219718,21209,8863,249834,76165,93851,102748,51480,61918,980124,931998,96423,144549,197863,64476,107661,19193,4859,3014,41182,11345,716,47715,25120,2884,179180,155599,18683,42264,23377,621,-8739,-1461,-237,590,8967,4326,7782,2618,1763,7873,26990,13358,-3613,10019,100,24.1,57,18.4,1.7,1.3,21.1,5.2,9.1,9.3,3.6,7.5,91,85.3,9,14.7,100,22.6,57.5,20.4,2,0.8,23.2,7.1,8.7,9.5,4.8,5.8,91,86.6,9,13.4,100,32.6,54.4,9.7,2.5,1.5,20.8,5.7,0.4,24.1,12.7,1.5,90.6,78.6,9.4,21.4,709,236,336,22,14,24,95,31,63,67,58,78,499,545,694,223,323,21,15,15,95,32,56,66,55,61,468,508,475,93,265,19,9,7,29,19,9,31,47,14,186,356,10.6,8.6,18,14.9,10.5,7.3,17.7,11.3,11.9,8.9,20.3,15.8,11.7,7.8,20.1,12.7,25,12.7,38.7,21.7,25,12.7,38.7,21.4,"(CONTRACTS OF 5,000 BUSHELS)",A10,FutOnly
